,alpha_annual,beta_mkt,r2,regime
2023-06-01,-0.15031333013193293,0.009431850920729325,0.011215726606571552,range_bound
2023-06-02,-0.15041781748982352,0.0097990186706367,0.012153605135784673,range_bound
2023-06-05,-0.1512643592320182,0.011430939692146843,0.015982080034037005,range_bound
2023-06-06,-0.1513894444095676,0.011767278496300576,0.016784460744354468,range_bound
2023-06-07,-0.15125175168295468,0.011577036844986515,0.016152874877020218,range_bound
2023-06-08,-0.15139126013306725,0.01180755910761155,0.01671665329461247,trending_up
2023-06-09,-0.15187020831606102,0.01162238668933161,0.01618223719931422,trending_up
2023-06-12,-0.15215472114698203,0.011989053250299633,0.017131253787234346,trending_up
2023-06-13,-0.15225893459379525,0.012306148750444836,0.01810828921214047,trending_up
2023-06-14,-0.15240459624595115,0.012327475369054512,0.0182053515033197,trending_up
2023-06-15,-0.1527340531453567,0.012507386234045893,0.018725888984479022,trending_up
2023-06-22,-0.15276707263188083,0.012463684186053012,0.0185642364398243,trending_up
2023-06-23,-0.15542992071818562,0.012057261390516055,0.017137328314184797,trending_up
2023-06-26,-0.15498537054093575,0.011725690472917903,0.01627939430024561,trending_up
2023-06-27,-0.15533884471318238,0.012377911972985016,0.01777976543393056,trending_up
2023-06-28,-0.15602315740523998,0.01255389486565027,0.018445660397850894,trending_up
2023-06-29,-0.1534339139756593,0.01607924022132298,0.02827117878113361,trending_up
2023-06-30,-0.15228594198773038,0.016027255499083404,0.02819468666314784,trending_up
2023-07-03,-0.1508487564754053,0.016143625307803205,0.028944553051255983,trending_up
2023-07-05,-0.1515888478441615,0.017322523351465,0.03232190992379291,trending_up
2023-07-06,-0.15206047050489024,0.01809685426992096,0.034552471532101614,trending_up
2023-07-07,-0.14675689388089241,0.01704216764448666,0.032617299723593174,trending_up
2023-07-10,-0.14707574544767577,0.01686826961341681,0.031911891564132544,trending_up
2023-07-11,-0.14741799178917847,0.017299160540772584,0.03334791804725068,trending_up
2023-07-17,-0.14731596062712338,0.017204144200466665,0.032571569374133524,trending_up
2023-07-18,-0.14688178467581803,0.01721909105394084,0.03248590925337258,trending_up
2023-07-19,-0.14749300126878206,0.017710023081625604,0.03432868285725099,trending_up
2023-07-20,-0.1507664628857246,0.014343894632596171,0.019222419023634973,trending_up
2023-07-21,-0.14722782726872408,0.012313315148819332,0.014310221120767297,trending_up
2023-07-24,-0.14798932796738118,0.01279513257480275,0.015328560290375215,trending_up
2023-07-25,-0.1479438411180649,0.01290511317286311,0.015597660816588976,trending_up
2023-07-26,-0.14762300096842373,0.012640683187171169,0.014705568460189,trending_up
2023-07-27,-0.14641917394197623,0.012214265972201016,0.013402912562254898,trending_up
2023-07-28,-0.14707734687354534,0.01219143259260378,0.013424360166834126,trending_up
